document	term	tfidf
elencoburl_84779821_policy_13745	identità	0.015772
elencoburl_84779821_policy_13745	idoneità	0.019808
elencoburl_84779821_policy_13745	idoneo	0.015772
elencoburl_84779821_policy_13745	impegno	0.010932
elencoburl_84779821_policy_13745	incarico	0.009665
elencoburl_84779821_policy_13745	indennità	0.018022
elencoburl_84779821_policy_13745	indetta	0.019808
elencoburl_84779821_policy_13745	individuale	0.013701
elencoburl_84779821_policy_13745	individuazione	0.009665
elencoburl_84779821_policy_13745	interessato	0.009665
elencoburl_84779821_policy_13745	internazionali	0.018022
elencoburl_84779821_policy_13745	istituzionale	0.009665
elencoburl_84779821_policy_13745	istituzione	0.009665
elencoburl_84779821_policy_13745	limite	0.011563
elencoburl_84779821_policy_13745	mansione	0.018022
elencoburl_84779821_policy_13745	maresi	0.019808
elencoburl_84779821_policy_13745	marina	0.014969
elencoburl_84779821_policy_13745	massimo	0.010129
elencoburl_84779821_policy_13745	mercoledì	0.013183
elencoburl_84779821_policy_13745	motivata	0.019808
elencoburl_84779821_policy_13745	noto	0.010932
elencoburl_84779821_policy_13745	ordinamento	0.013183
elencoburl_84779821_policy_13745	organico	0.015772
elencoburl_84779821_policy_13745	pieno	0.011915
elencoburl_84779821_policy_13745	pinna	0.019808
elencoburl_84779821_policy_13745	pluriennale	0.010932
elencoburl_84779821_policy_13745	portale	0.011236
elencoburl_84779821_policy_13745	possibilità	0.009891
elencoburl_84779821_policy_13745	presidenza	0.011236
elencoburl_84779821_policy_13745	profilo	0.012298
elencoburl_84779821_policy_13745	proroga	0.013701
elencoburl_84779821_policy_13745	prorogare	0.01429
elencoburl_84779821_policy_13745	prosecuzione	0.015772
elencoburl_84779821_policy_13745	qualsiasi	0.013701
elencoburl_84779821_policy_13745	rapporto	0.010932
elencoburl_84779821_policy_13745	regolare	0.011915
elencoburl_84779821_policy_13745	relazioni	0.016755
elencoburl_84779821_policy_13745	revisione	0.011915
elencoburl_84779821_policy_13745	ritenere	0.009665
elencoburl_84779821_policy_13745	rosa	0.01429
elencoburl_84779821_policy_13745	scadenza	0.009665
elencoburl_84779821_policy_13745	selettivo	0.019808
elencoburl_84779821_policy_13745	selezione	0.013183
elencoburl_84779821_policy_13745	sicuro	0.018022
elencoburl_84779821_policy_13745	sottoscrivere	0.010381
elencoburl_84779821_policy_13745	stipulazione	0.019808
elencoburl_84779821_policy_13745	strutture	0.013183
elencoburl_84779821_policy_13745	tema	0.012298
elencoburl_84779821_policy_13745	territoriali	0.012718
elencoburl_84779821_policy_13745	trattamento	0.013183
elencoburl_84779821_policy_13745	trovare	0.01429
elencoburl_84779821_policy_13745	utile	0.011915
elencoburl_84779821_policy_13745	vacante	0.018022
elencoburl_84779821_policy_13745	valentina	0.015772
elencoburl_84779821_policy_13745	vicario	0.019808
elencoburl_84779821_policy_13745	vice	0.018022
elencoburl_84779821_policy_13745	vincitore	0.018022
elencoburl_84779821_policy_13745	vita	0.013183
elencoburl_84872005_policy_X6077	alia	0.009608
elencoburl_84872005_policy_X6077	costituere	0.009608
elencoburl_84872005_policy_X6077	derivato	0.009608
elencoburl_84872005_policy_X6077	formalità	0.009608
elencoburl_84872005_policy_X6077	guidato	0.009608
elencoburl_84872005_policy_X6077	impiantistica	0.009608
elencoburl_84872005_policy_X6077	impresainungiorno	0.009608
elencoburl_84872005_policy_X6077	inoltro	0.009608
elencoburl_84872005_policy_X6077	organizzativi	0.009608
elencoburl_84872005_policy_X6077	potestà	0.009608
elencoburl_84872005_policy_X6077	presupposti	0.009608
elencoburl_84872005_policy_X6077	regg	0.009608
elencoburl_84872005_policy_X6077	reggo	0.009608
elencoburl_84872005_policy_X6077	resa	0.009608
elencoburl_84872005_policy_X6077	rinvenire	0.009608
elencoburl_84872005_policy_X6077	scrivania	0.009608
elencoburl_84872005_policy_X6077	snellimento	0.009608
elencoburl_84872005_policy_X6077	sottoprodotto	0.009608
elencoburl_84872005_policy_X6077	suap	0.009608
elencoburl_84872005_policy_X6077	superflui	0.009608
elencoburl_84872005_policy_X6077	terminata	0.009608
elencoburl_84872005_policy_X6077	voltura	0.009608
elencoburl_84461524_policy_13758	accumulo	0.009973
elencoburl_84461524_policy_13758	adpq	0.009973
elencoburl_84461524_policy_13758	adriano	0.009973
elencoburl_84461524_policy_13758	agnese	0.010594
elencoburl_84461524_policy_13758	alessandra	0.009973
elencoburl_84461524_policy_13758	ambra	0.012525
elencoburl_84461524_policy_13758	antonella	0.010594
elencoburl_84461524_policy_13758	arcidiacono	0.012525
elencoburl_84461524_policy_13758	armare	0.010594
elencoburl_84461524_policy_13758	arrigoni	0.009973
elencoburl_84461524_policy_13758	artiade	0.012525
elencoburl_84461524_policy_13758	aurelio	0.010594
elencoburl_84461524_policy_13758	autoconsumo	0.011396
elencoburl_84461524_policy_13758	avverso	0.010594
elencoburl_84461524_policy_13758	azzalini	0.012525
elencoburl_84461524_policy_13758	balladore	0.012525
elencoburl_84461524_policy_13758	barcella	0.010594
elencoburl_84461524_policy_13758	bellazzi	0.012525
elencoburl_84461524_policy_13758	bellofiore	0.012525
elencoburl_84461524_policy_13758	bernardelli	0.012525
elencoburl_84461524_policy_13758	bernuzzi	0.012525
elencoburl_84461524_policy_13758	bertolotti	0.010594
elencoburl_84461524_policy_13758	bonavita	0.012525
elencoburl_84461524_policy_13758	bordoni	0.010594
elencoburl_84461524_policy_13758	borghesi	0.012525
elencoburl_84461524_policy_13758	bosetti	0.012525
elencoburl_84461524_policy_13758	camer	0.012525
elencoburl_84461524_policy_13758	cangi	0.012525
elencoburl_84461524_policy_13758	castelnovo	0.010594
elencoburl_84461524_policy_13758	ceruti	0.012525
elencoburl_84461524_policy_13758	colonel	0.012525
elencoburl_84461524_policy_13758	corti	0.012525
elencoburl_84461524_policy_13758	crinito	0.010594
elencoburl_84461524_policy_13758	curioni	0.011396
elencoburl_84461524_policy_13758	dondossola	0.012525
elencoburl_84461524_policy_13758	enrica	0.010594
elencoburl_84461524_policy_13758	entrambo	0.010594
elencoburl_84461524_policy_13758	facondo	0.012525
elencoburl_84461524_policy_13758	fantoni	0.012525
elencoburl_84461524_policy_13758	fausto	0.010594
elencoburl_84461524_policy_13758	federzoni	0.012525
elencoburl_84461524_policy_13758	ferrieri	0.012525
elencoburl_84461524_policy_13758	fianco	0.009973
elencoburl_84461524_policy_13758	filotto	0.012525
elencoburl_84461524_policy_13758	flocco	0.012525
elencoburl_84461524_policy_13758	formenti	0.012525
elencoburl_84461524_policy_13758	fotovoltaico	0.011396
elencoburl_84461524_policy_13758	frascoli	0.012525
elencoburl_84461524_policy_13758	frontini	0.012525
elencoburl_84461524_policy_13758	gabriella	0.009973
elencoburl_84461524_policy_13758	gaetano	0.010594
elencoburl_84461524_policy_13758	gagnatelli	0.012525
elencoburl_84461524_policy_13758	gaias	0.012525
elencoburl_84461524_policy_13758	giacere	0.010594
elencoburl_84461524_policy_13758	gianangelo	0.012525
elencoburl_84461524_policy_13758	giarba	0.012525
elencoburl_84461524_policy_13758	grazia	0.010594
elencoburl_84461524_policy_13758	graziano	0.012525
elencoburl_84461524_policy_13758	guana	0.012525
elencoburl_84461524_policy_13758	incentivazione	0.010594
elencoburl_84461524_policy_13758	irene	0.010594
elencoburl_84461524_policy_13758	lamonti	0.012525
elencoburl_84461524_policy_13758	leoni	0.012525
elencoburl_84461524_policy_13758	liliana	0.009973
elencoburl_84461524_policy_13758	lini	0.012525
elencoburl_84461524_policy_13758	loredana	0.010594
elencoburl_84461524_policy_13758	luciano	0.009973
elencoburl_84461524_policy_13758	luppi	0.012525
elencoburl_84461524_policy_13758	maccaboni	0.012525
elencoburl_84461524_policy_13758	macquarrie	0.012525
elencoburl_84461524_policy_13758	mafalda	0.012525
elencoburl_84461524_policy_13758	magnani	0.010594
elencoburl_84461524_policy_13758	mainardi	0.012525
elencoburl_84461524_policy_13758	maranga	0.012525
elencoburl_84461524_policy_13758	marino	0.011396
elencoburl_84461524_policy_13758	martinalli	0.012525
elencoburl_84461524_policy_13758	massimiliano	0.012525
elencoburl_84461524_policy_13758	mazzi	0.012525
elencoburl_84461524_policy_13758	mazzucchelli	0.010594
elencoburl_84461524_policy_13758	mercandelli	0.012525
elencoburl_84461524_policy_13758	micheletti	0.012525
elencoburl_84461524_policy_13758	moraschinelli	0.012525
elencoburl_84461524_policy_13758	motivazioni	0.009973
elencoburl_84461524_policy_13758	odille	0.012525
elencoburl_84461524_policy_13758	panzeri	0.012525
elencoburl_84461524_policy_13758	patrick	0.012525
elencoburl_84461524_policy_13758	patrizio	0.011396
elencoburl_84461524_policy_13758	pecori	0.012525
elencoburl_84461524_policy_13758	peroni	0.010594
elencoburl_84461524_policy_13758	pier	0.009973
elencoburl_84461524_policy_13758	povolo	0.012525
elencoburl_84461524_policy_13758	prandini	0.012525
elencoburl_84461524_policy_13758	quinto	0.010594
elencoburl_84461524_policy_13758	raffaella	0.010594
elencoburl_84461524_policy_13758	ravagnani	0.012525
elencoburl_84461524_policy_13758	restauro	0.011396
elencoburl_84461524_policy_13758	revocati	0.011396
elencoburl_84461524_policy_13758	revocato	0.011396
elencoburl_84461524_policy_13758	ricarica	0.010594
elencoburl_84461524_policy_13758	richeri	0.012525
elencoburl_84461524_policy_13758	rimanenza	0.010594
elencoburl_84461524_policy_13758	robustellini	0.012525
elencoburl_84461524_policy_13758	romani	0.012525
elencoburl_84461524_policy_13758	romano	0.010594
elencoburl_84461524_policy_13758	ryan	0.012525
elencoburl_84461524_policy_13758	santo	0.009973
elencoburl_84461524_policy_13758	seveso	0.009973
elencoburl_84461524_policy_13758	silvano	0.009973
elencoburl_84461524_policy_13758	simone	0.009973
elencoburl_84461524_policy_13758	soddisfattare	0.011396
elencoburl_84461524_policy_13758	soltanto	0.010594
elencoburl_84461524_policy_13758	stoppelli	0.012525
elencoburl_84461524_policy_13758	tecnologiche	0.010594
elencoburl_84461524_policy_13758	teresa	0.010594
elencoburl_84461524_policy_13758	tessera	0.012525
elencoburl_84461524_policy_13758	tosi	0.012525
elencoburl_84461524_policy_13758	trinca	0.012525
elencoburl_84461524_policy_13758	turati	0.010594
elencoburl_84461524_policy_13758	umberto	0.012525
elencoburl_84461524_policy_13758	vago	0.012525
elencoburl_84461524_policy_13758	valbuzzi	0.010594
elencoburl_84461524_policy_13758	valeria	0.010594
elencoburl_84461524_policy_13758	vilma	0.012525
elencoburl_84461524_policy_X6029	aggiunto	0.010035
elencoburl_84461524_policy_X6029	allargare	0.010794
elencoburl_84461524_policy_X6029	allegata	0.010035
elencoburl_84461524_policy_X6029	assai	0.011864
elencoburl_84461524_policy_X6029	association	0.011864
elencoburl_84461524_policy_X6029	attesi	0.010794
elencoburl_84461524_policy_X6029	barriera	0.010035
elencoburl_84461524_policy_X6029	best	0.010794
elencoburl_84461524_policy_X6029	board	0.010794
elencoburl_84461524_policy_X6029	call	0.010035
elencoburl_84461524_policy_X6029	candidatura	0.010035
elencoburl_84461524_policy_X6029	capofila	0.010794
elencoburl_84461524_policy_X6029	catalonia	0.011864
elencoburl_84461524_policy_X6029	cipe	0.010794
elencoburl_84461524_policy_X6029	circe	0.011864
elencoburl_84461524_policy_X6029	circular	0.011864
elencoburl_84461524_policy_X6029	concreto	0.010035
elencoburl_84461524_policy_X6029	creation	0.011864
elencoburl_84461524_policy_X6029	dacomo	0.011864
elencoburl_84461524_policy_X6029	denominato	0.010794
elencoburl_84461524_policy_X6029	development	0.011864
elencoburl_84461524_policy_X6029	ecoentreprises	0.011864
elencoburl_84461524_policy_X6029	economy	0.011864
elencoburl_84461524_policy_X6029	efficiency	0.010794
elencoburl_84461524_policy_X6029	efficient	0.011864
elencoburl_84461524_policy_X6029	environment	0.010794
elencoburl_84461524_policy_X6029	erdf	0.011864
elencoburl_84461524_policy_X6029	erurope	0.011864
elencoburl_84461524_policy_X6029	europe	0.010035
elencoburl_84461524_policy_X6029	european	0.010794
elencoburl_84461524_policy_X6029	gelderland	0.011864
elencoburl_84461524_policy_X6029	government	0.011864
elencoburl_84461524_policy_X6029	improving	0.011864
elencoburl_84461524_policy_X6029	instrument	0.011864
elencoburl_84461524_policy_X6029	instruments	0.011864
elencoburl_84461524_policy_X6029	instrumet	0.011864
elencoburl_84461524_policy_X6029	integranto	0.010794
elencoburl_84461524_policy_X6029	interreg	0.010794
elencoburl_84461524_policy_X6029	london	0.011864
elencoburl_84461524_policy_X6029	lower	0.011864
elencoburl_84461524_policy_X6029	lwarb	0.011864
elencoburl_84461524_policy_X6029	marshal	0.011864
elencoburl_84461524_policy_X6029	ministry	0.011864
elencoburl_84461524_policy_X6029	monitorare	0.010794
elencoburl_84461524_policy_X6029	municipalities	0.011864
elencoburl_84461524_policy_X6029	municipality	0.011864
elencoburl_84461524_policy_X6029	office	0.010794
elencoburl_84461524_policy_X6029	ostacolare	0.010794
elencoburl_84461524_policy_X6029	partner	0.010035
elencoburl_84461524_policy_X6029	partners	0.011864
elencoburl_84461524_policy_X6029	pirorita	0.011864
elencoburl_84461524_policy_X6029	policies	0.010794
elencoburl_84461524_policy_X6029	policy	0.010794
elencoburl_84461524_policy_X6029	potenzialità	0.010794
elencoburl_84461524_policy_X6029	practises	0.011864
elencoburl_84461524_policy_X6029	predefinito	0.011864
elencoburl_84461524_policy_X6029	preliminarmente	0.011864
elencoburl_84461524_policy_X6029	prescelto	0.010794
elencoburl_84461524_policy_X6029	promettente	0.011864
elencoburl_84461524_policy_X6029	proposto	0.010794
elencoburl_84461524_policy_X6029	recycling	0.011864
elencoburl_84461524_policy_X6029	regions	0.010794
elencoburl_84461524_policy_X6029	resource	0.011864
elencoburl_84461524_policy_X6029	risultati	0.010035
elencoburl_84461524_policy_X6029	riunione	0.010035
elencoburl_84461524_policy_X6029	schedo	0.010794
elencoburl_84461524_policy_X6029	sciunnach	0.010035
elencoburl_84461524_policy_X6029	screen	0.010035
elencoburl_84461524_policy_X6029	segretariato	0.010035
elencoburl_84461524_policy_X6029	selezionare	0.010035
elencoburl_84461524_policy_X6029	silesia	0.011864
elencoburl_84461524_policy_X6029	sinergie	0.011864
elencoburl_84461524_policy_X6029	sintetica	0.011864
elencoburl_84461524_policy_X6029	sinteticamente	0.010794
elencoburl_84461524_policy_X6029	slovenia	0.011864
elencoburl_84461524_policy_X6029	sofia	0.011864
elencoburl_84461524_policy_X6029	stadio	0.011864
elencoburl_84461524_policy_X6029	sustainability	0.011864
elencoburl_84461524_policy_X6029	sviluppato	0.010794
elencoburl_84461524_policy_X6029	territory	0.011864
elencoburl_84461524_policy_X6029	towards	0.011864
elencoburl_84461524_policy_X6029	towns	0.011864
elencoburl_84461524_policy_X6029	unanimo	0.010035
elencoburl_84461524_policy_X6029	variegare	0.010794
elencoburl_84461524_policy_X6029	virtuoso	0.010794
elencoburl_84461524_policy_X6029	voivodeship	0.011864
elencoburl_84461524_policy_X6029	waste	0.011864
elencoburl_84461524_policy_13940	dicembre	0.515386
elencoburl_84461524_policy_13940	numero	0.507634
elencoburl_84851845_policy_X6096	abitato	0.009741
elencoburl_84851845_policy_X6096	accolto	0.010706
elencoburl_84851845_policy_X6096	accorpamento	0.009741
elencoburl_84851845_policy_X6096	adottato	0.009741
elencoburl_84851845_policy_X6096	alluvioni	0.010706
elencoburl_84851845_policy_X6096	cintura	0.009741
elencoburl_84851845_policy_X6096	colatore	0.010706
elencoburl_84851845_policy_X6096	comprensoriale	0.010706
elencoburl_84851845_policy_X6096	consorziato	0.009741
elencoburl_84851845_policy_X6096	contribuente	0.010706
elencoburl_84851845_policy_X6096	contribuenza	0.010706
elencoburl_84851845_policy_X6096	controdedotto	0.010706
elencoburl_84851845_policy_X6096	controdeduzione	0.009741
elencoburl_84851845_policy_X6096	corazzi	0.010706
elencoburl_84851845_policy_X6096	dardanona	0.010706
elencoburl_84851845_policy_X6096	decorrano	0.010706
elencoburl_84851845_policy_X6096	dugali	0.010706
elencoburl_84851845_policy_X6096	esplicare	0.009741
elencoburl_84851845_policy_X6096	esposte	0.010706
elencoburl_84851845_policy_X6096	fibre	0.010706
elencoburl_84851845_policy_X6096	figurare	0.009741
elencoburl_84851845_policy_X6096	fondiario	0.009741
elencoburl_84851845_policy_X6096	forfettario	0.009741
elencoburl_84851845_policy_X6096	fuso	0.010706
elencoburl_84851845_policy_X6096	irrigazione	0.009741
elencoburl_84851845_policy_X6096	meritevole	0.009741
elencoburl_84851845_policy_X6096	migliaio	0.010706
elencoburl_84851845_policy_X6096	modificandolo	0.010706
elencoburl_84851845_policy_X6096	morbasco	0.010706
elencoburl_84851845_policy_X6096	morto	0.010706
elencoburl_84851845_policy_X6096	nodo	0.009741
elencoburl_84851845_policy_X6096	nullo	0.010706
elencoburl_84851845_policy_X6096	ogliolo	0.010706
elencoburl_84851845_policy_X6096	omissione	0.009741
elencoburl_84851845_policy_X6096	organizzira	0.009741
elencoburl_84851845_policy_X6096	palasio	0.009741
elencoburl_84851845_policy_X6096	periurbano	0.010706
elencoburl_84851845_policy_X6096	preesistente	0.009741
elencoburl_84851845_policy_X6096	procedimentale	0.010706
elencoburl_84851845_policy_X6096	raffinazione	0.009741
elencoburl_84851845_policy_X6096	rammentare	0.010706
elencoburl_84851845_policy_X6096	risiedere	0.009741
elencoburl_84851845_policy_X6096	roggiare	0.010706
elencoburl_84851845_policy_X6096	secondario	0.009741
elencoburl_84851845_policy_X6096	soncinese	0.010706
elencoburl_84851845_policy_X6096	soncino	0.010706
elencoburl_84851845_policy_X6096	soppresso	0.010706
elencoburl_84851845_policy_X6096	stralciare	0.009741
elencoburl_84851845_policy_X6096	tamoil	0.009741
elencoburl_84851845_policy_X6096	tracciato	0.009741
elencoburl_84851845_policy_X6096	vacchelli	0.010706
elencoburl_84851845_policy_X6096	vailare	0.010706
elencoburl_84851845_policy_X6096	vailate	0.010706
elencoburl_84851845_policy_X6096	verrebbe	0.010706
elencoburl_84851845_policy_X6096	verrebbero	0.010706
elencoburl_84851845_policy_X6096	vidolasca	0.010706
elencoburl_84851845_policy_X6096	viglio	0.010706
elencoburl_84461524_policy_13766	accorpare	0.020439
elencoburl_84461524_policy_13766	acquisizione	0.013602
elencoburl_84461524_policy_13766	acquisto	0.013602
elencoburl_84461524_policy_13766	adeguato	0.011594
elencoburl_84461524_policy_13766	adere	0.020439
elencoburl_84461524_policy_13766	affidamento	0.014137
elencoburl_84461524_policy_13766	aggiudicatrice	0.017288
elencoburl_84461524_policy_13766	albonetti	0.020439
elencoburl_84461524_policy_13766	alcuno	0.010987
elencoburl_84461524_policy_13766	appalto	0.016274
elencoburl_84461524_policy_13766	asse	0.012294
elencoburl_84461524_policy_13766	assistenza	0.014744
elencoburl_84461524_policy_13766	asso	0.020439
elencoburl_84461524_policy_13766	asta	0.014137
elencoburl_84461524_policy_13766	attribuire	0.009972
elencoburl_84461524_policy_13766	autorità	0.010451
elencoburl_84461524_policy_13766	bandi	0.018596
elencoburl_84461524_policy_13766	bene	0.012294
elencoburl_84461524_policy_13766	biennio	0.018596
elencoburl_84461524_policy_13766	carattere	0.013602
elencoburl_84461524_policy_13766	centrale	0.01269
elencoburl_84461524_policy_13766	citata	0.01193
elencoburl_84461524_policy_13766	colare	0.020439
elencoburl_84461524_policy_13766	collegare	0.014137
elencoburl_84461524_policy_13766	competitività	0.010711
elencoburl_84461524_policy_13766	compito	0.01269
elencoburl_84461524_policy_13766	complementare	0.014744
elencoburl_84461524_policy_13766	condividere	0.015445
elencoburl_84461524_policy_13766	confermare	0.009539
elencoburl_84461524_policy_13766	conseguentemente	0.013602
elencoburl_84461524_policy_13766	considerazione	0.011594
elencoburl_84461524_policy_13766	contabilità	0.009972
elencoburl_84461524_policy_13766	contratti	0.015445
elencoburl_84461524_policy_13766	contratto	0.011594
elencoburl_84461524_policy_13766	contrattuale	0.014744
elencoburl_84461524_policy_13766	copia	0.012294
elencoburl_84461524_policy_13766	descritto	0.018596
elencoburl_84461524_policy_13766	determinazioni	0.011594
elencoburl_84461524_policy_13766	direttiva	0.01193
elencoburl_84461524_policy_13766	direttore	0.012294
elencoburl_84461524_policy_13766	disciplina	0.010206
elencoburl_84461524_policy_13766	disponere	0.015445
elencoburl_84461524_policy_13766	durata	0.01128
elencoburl_84461524_policy_13766	elencare	0.013123
elencoburl_84461524_policy_13766	enti	0.009972
elencoburl_84461524_policy_13766	escludere	0.013602
elencoburl_84461524_policy_13766	esecuzione	0.010206
elencoburl_84461524_policy_13766	fatto	0.013123
elencoburl_84461524_policy_13766	federica	0.014744
elencoburl_84461524_policy_13766	fesr	0.01193
elencoburl_84461524_policy_13766	finanziaria	0.010711
elencoburl_84461524_policy_13766	fornitura	0.017288
elencoburl_84461524_policy_13766	gara	0.017288
elencoburl_84461524_policy_13766	inclusa	0.020439
elencoburl_84461524_policy_13766	inerente	0.014137
elencoburl_84461524_policy_13766	iniziativa	0.011594
elencoburl_84461524_policy_13766	innovation	0.013602
elencoburl_84461524_policy_13766	innovazione	0.012294
elencoburl_84461524_policy_13766	interessato	0.009972
elencoburl_84461524_policy_13766	interim	0.020439
elencoburl_84461524_policy_13766	marzuoli	0.020439
elencoburl_84461524_policy_13766	mese	0.009539
elencoburl_84461524_policy_13766	meuro	0.020439
elencoburl_84461524_policy_13766	motivo	0.013602
elencoburl_84461524_policy_13766	nomina	0.014744
elencoburl_84461524_policy_13766	nominare	0.01193
elencoburl_84461524_policy_13766	open	0.013602
elencoburl_84461524_policy_13766	operativo	0.009539
elencoburl_84461524_policy_13766	originario	0.014744
elencoburl_84461524_policy_13766	ottimale	0.016274
elencoburl_84461524_policy_13766	ottimizzare	0.017288
elencoburl_84461524_policy_13766	particola	0.020439
elencoburl_84461524_policy_13766	porre	0.012294
elencoburl_84461524_policy_13766	possesso	0.013602
elencoburl_84461524_policy_13766	presidio	0.016274
elencoburl_84461524_policy_13766	prioritario	0.013123
elencoburl_84461524_policy_13766	produrre	0.010206
elencoburl_84461524_policy_13766	produttivo	0.01128
elencoburl_84461524_policy_13766	professionale	0.013123
elencoburl_84461524_policy_13766	progettazione	0.013602
elencoburl_84461524_policy_13766	promuovere	0.01269
elencoburl_84461524_policy_13766	questione	0.018596
elencoburl_84461524_policy_13766	rafforzare	0.016274
elencoburl_84461524_policy_13766	raggiungimento	0.015445
elencoburl_84461524_policy_13766	rapportare	0.018596
elencoburl_84461524_policy_13766	rapporto	0.01128
elencoburl_84461524_policy_13766	responsabile	0.010451
elencoburl_84461524_policy_13766	ricerca	0.009539
elencoburl_84461524_policy_13766	richiamata	0.009539
elencoburl_84461524_policy_13766	richiamati	0.010206
elencoburl_84461524_policy_13766	ricomprendere	0.016274
elencoburl_84461524_policy_13766	ridenominare	0.020439
elencoburl_84461524_policy_13766	rimodulazione	0.012294
elencoburl_84461524_policy_13766	rinominare	0.020439
elencoburl_84461524_policy_13766	risparmio	0.016274
elencoburl_84461524_policy_13766	roberto	0.01128
elencoburl_84461524_policy_13766	ruolo	0.011594
elencoburl_84461524_policy_13766	singolo	0.009972
elencoburl_84461524_policy_13766	sostenere	0.01269
elencoburl_84461524_policy_13766	specialistica	0.018596
elencoburl_84461524_policy_13766	specialisticare	0.018596
elencoburl_84461524_policy_13766	specialistico	0.016274
elencoburl_84461524_policy_13766	strumento	0.010987
elencoburl_84461524_policy_13766	supporto	0.009972
elencoburl_84461524_policy_13766	svolgimento	0.010987
elencoburl_84461524_policy_13766	tecnica	0.01269
elencoburl_84461524_policy_13766	tecnologico	0.010987
elencoburl_84461524_policy_13766	tempo	0.009751
elencoburl_84461524_policy_13766	tività	0.017288
elencoburl_84461524_policy_13766	unificato	0.018596
elencoburl_84461524_policy_13766	università	0.012294
elencoburl_84461524_policy_13766	valutato	0.016274
elencoburl_84461524_policy_13548	ministero	2.481605
elencoburl_85306956_policy_X6100	accompagnamento	0.012464
elencoburl_85306956_policy_X6100	acquisto	0.01379
elencoburl_85306956_policy_X6100	alle	0.013304
elencoburl_85306956_policy_X6100	alta	0.01379
elencoburl_85306956_policy_X6100	altra	0.020721
elencoburl_85306956_policy_X6100	amministrazioni	0.012464
elencoburl_85306956_policy_X6100	anagrafe	0.016499
elencoburl_85306956_policy_X6100	appartenere	0.014333
elencoburl_85306956_policy_X6100	armonizzazione	0.013304
elencoburl_85306956_policy_X6100	assegnazione	0.010596
elencoburl_85306956_policy_X6100	assestamento	0.012095
elencoburl_85306956_policy_X6100	assunte	0.012095
elencoburl_85306956_policy_X6100	autonomia	0.011754
elencoburl_85306956_policy_X6100	battaglia	0.015659
elencoburl_85306956_policy_X6100	bene	0.012464
elencoburl_85306956_policy_X6100	beni	0.018853
elencoburl_85306956_policy_X6100	capitoli	0.018853
elencoburl_85306956_policy_X6100	capitolo	0.009885
elencoburl_85306956_policy_X6100	cassa	0.012095
elencoburl_85306956_policy_X6100	categoria	0.010347
elencoburl_85306956_policy_X6100	cavallasca	0.018853
elencoburl_85306956_policy_X6100	centrale	0.012865
elencoburl_85306956_policy_X6100	circoscrizioni	0.020721
elencoburl_85306956_policy_X6100	civile	0.012865
elencoburl_85306956_policy_X6100	collegio	0.016499
elencoburl_85306956_policy_X6100	como	0.011754
elencoburl_85306956_policy_X6100	comprensivo	0.011139
elencoburl_85306956_policy_X6100	comunali	0.018853
elencoburl_85306956_policy_X6100	comunita	0.017527
elencoburl_85306956_policy_X6100	comunità	0.013304
elencoburl_85306956_policy_X6100	concernere	0.011139
elencoburl_85306956_policy_X6100	conoscenza	0.012464
elencoburl_85306956_policy_X6100	considerazione	0.011754
elencoburl_85306956_policy_X6100	consultazione	0.014333
elencoburl_85306956_policy_X6100	consumo	0.013304
elencoburl_85306956_policy_X6100	contabile	0.010596
elencoburl_85306956_policy_X6100	conto	0.009885
elencoburl_85306956_policy_X6100	correggere	0.015659
elencoburl_85306956_policy_X6100	corrente	0.012464
elencoburl_85306956_policy_X6100	correttivo	0.011436
elencoburl_85306956_policy_X6100	delegate	0.020721
elencoburl_85306956_policy_X6100	economia	0.012095
elencoburl_85306956_policy_X6100	elezione	0.016499
elencoburl_85306956_policy_X6100	entrata	0.009885
elencoburl_85306956_policy_X6100	espletamento	0.014948
elencoburl_85306956_policy_X6100	espresso	0.01011
elencoburl_85306956_policy_X6100	fabrizio	0.01011
elencoburl_85306956_policy_X6100	fermo	0.013304
elencoburl_85306956_policy_X6100	finanza	0.011754
elencoburl_85306956_policy_X6100	finanziaria	0.010859
elencoburl_85306956_policy_X6100	finanziarie	0.018853
elencoburl_85306956_policy_X6100	firma	0.014333
elencoburl_85306956_policy_X6100	funzioni	0.018853
elencoburl_85306956_policy_X6100	fusione	0.012095
elencoburl_85306956_policy_X6100	gestionale	0.012095
elencoburl_85306956_policy_X6100	incorporazione	0.015659
elencoburl_85306956_policy_X6100	individuazione	0.01011
elencoburl_85306956_policy_X6100	integrativo	0.010859
elencoburl_85306956_policy_X6100	integrato	0.012095
elencoburl_85306956_policy_X6100	intelvi	0.017527
elencoburl_85306956_policy_X6100	istituire	0.01011
elencoburl_85306956_policy_X6100	istituzionale	0.01011
elencoburl_85306956_policy_X6100	istituzione	0.01011
elencoburl_85306956_policy_X6100	lanzo	0.020721
elencoburl_85306956_policy_X6100	legittimità	0.016499
elencoburl_85306956_policy_X6100	locali	0.013304
elencoburl_85306956_policy_X6100	macroaggregati	0.018853
elencoburl_85306956_policy_X6100	macroaggregato	0.020721
elencoburl_85306956_policy_X6100	missione	0.01379
elencoburl_85306956_policy_X6100	modificazione	0.01011
elencoburl_85306956_policy_X6100	montane	0.017527
elencoburl_85306956_policy_X6100	norme	0.011754
elencoburl_85306956_policy_X6100	nota	0.009671
elencoburl_85306956_policy_X6100	occorrenti	0.020721
elencoburl_85306956_policy_X6100	opportuna	0.014333
elencoburl_85306956_policy_X6100	ordinamento	0.01379
